,GT_noa
17016,21
17017,16
17018,46
17019,14
17020,21
17021,34
17022,23
17023,19
17024,28
17025,25
17026,8
17027,21
17028,30
17029,15
17030,46
17031,46
17032,18
17033,26
17034,37
17035,17
17036,13
17037,16
17038,12
17039,23
17040,32
17041,35
17042,26
17043,30
17044,24
17045,24
17046,33
17047,17
17048,13
17049,8
17050,40
17051,28
17052,34
17053,19
17054,32
17055,17
17056,36
17057,34
17058,14
17059,16
17060,24
17061,20
17062,32
17063,10
17064,35
17065,17
17066,9
17067,34
17068,35
17069,26
17070,21
17071,20
17072,26
17073,33
17074,13
17075,29
17076,36
17077,25
17078,46
17079,32
17080,33
17081,36
17082,12
17083,23
17084,34
17085,18
17086,23
17087,10
17088,13
17089,19
17090,10
17091,34
17092,38
17093,12
17094,9
17095,29
17096,28
17097,25
17098,13
17099,14
17100,24
17101,27
17102,16
17103,22
17104,8
17105,46
17106,21
17107,10
17108,13
17109,21
17110,31
17111,15
17112,23
17113,23
17114,14
17115,15
17116,22
17117,32
17118,14
17119,28
17120,32
17121,13
17122,19
17123,28
17124,11
17125,27
17126,19
17127,26
17128,19
17129,18
17130,24
17131,17
17132,12
17133,32
17134,24
17135,12
17136,27
17137,18
17138,38
17139,17
17140,23
17141,24
17142,24
17143,18
17144,17
17145,10
17146,19
17147,23
17148,21
17149,18
17150,20
17151,25
17152,13
17153,35
17154,12
17155,20
17156,28
17157,31
17158,7
17159,30
17160,31
17161,35
17162,13
17163,14
17164,21
17165,16
17166,22
17167,28
17168,10
17169,39
17170,29
17171,31
17172,31
17173,22
17174,46
17175,26
17176,23
17177,13
17178,37
17179,12
17180,15
17181,14
17182,26
17183,29
17184,26
17185,22
17186,17
17187,15
17188,28
17189,14
17190,38
17191,35
17192,20
17193,22
17194,23
17195,35
17196,18
17197,10
17198,23
17199,14
17200,23
17201,15
17202,13
17203,28
17204,29
17205,10
17206,32
17207,25
17208,22
17209,12
17210,27
17211,26
17212,39
17213,35
17214,35
17215,14
17216,31
17217,13
17218,24
17219,26
17220,19
17221,15
17222,17
17223,15
17224,36
17225,13
17226,13
17227,33
17228,17
17229,22
17230,35
17231,15
17232,27
17233,33
17234,16
17235,17
17236,18
17237,25
17238,26
17239,23
17240,23
17241,26
17242,25
17243,35
17244,15
17245,14
17246,34
17247,23
17248,14
17249,37
17250,14
17251,26
17252,24
17253,30
17254,46
17255,15
17256,22
17257,24
17258,19
17259,20
17260,15
17261,21
17262,32
17263,14
17264,16
17265,28
17266,23
17267,31
17268,11
17269,24
17270,25
17271,21
17272,14
17273,13
17274,16
17275,25
17276,21
17277,11
17278,38
17279,26
17280,38
17281,14
17282,14
17283,18
17284,21
17285,35
17286,30
17287,24
17288,21
17289,21
17290,35
17291,33
17292,10
17293,14
17294,18
17295,27
17296,10
17297,28
17298,14
17299,15
17300,16
17301,26
17302,24
17303,19
17304,17
17305,16
17306,30
17307,14
17308,36
17309,19
17310,27
17311,22
17312,33
17313,16
17314,46
17315,23
17316,26
17317,14
17318,18
17319,30
17320,22
17321,13
17322,24
17323,24
17324,21
17325,46
17326,32
17327,14
17328,26
17329,13
17330,9
17331,19
17332,15
17333,23
17334,16
17335,22
17336,21
17337,22
17338,9
17339,22
17340,19
17341,24
17342,37
17343,26
17344,24
17345,21
17346,20
17347,22
17348,21
17349,16
17350,8
17351,10
17352,27
17353,27
17354,33
17355,11
17356,20
17357,26
17358,23
17359,8
17360,25
17361,21
17362,14
17363,31
17364,24
17365,22
17366,19
17367,17
17368,16
17369,35
17370,28
17371,18
17372,11
17373,23
17374,22
17375,23
17376,31
17377,27
17378,27
17379,28
17380,21
17381,10
17382,14
17383,25
17384,31
17385,15
17386,27
17387,14
17388,29
17389,19
17390,33
17391,20
17392,14
17393,46
17394,16
17395,30
17396,15
17397,46
17398,20
17399,33
17400,22
17401,24
17402,12
17403,22
17404,14
17405,17
17406,19
17407,33
17408,15
17409,13
17410,27
17411,17
17412,25
17413,11
17414,13
17415,20
17416,15
17417,36
17418,11
17419,22
17420,25
17421,30
17422,21
17423,32
17424,13
17425,34
17426,24
17427,16
17428,15
17429,16
17430,24
17431,16
17432,31
17433,12
17434,14
17435,46
17436,32
17437,38
17438,15
17439,32
17440,34
17441,27
17442,19
17443,21
17444,26
17445,30
17446,20
17447,23
17448,15
17449,27
17450,23
17451,46
17452,27
17453,37
17454,20
17455,35
17456,30
17457,33
17458,30
17459,24
17460,24
17461,11
17462,20
17463,14
17464,33
17465,21
17466,12
17467,25
17468,23
17469,27
17470,12
17471,28
17472,26
17473,24
17474,17
17475,12
17476,15
17477,21
17478,35
17479,28
17480,15
17481,11
17482,11
17483,18
17484,30
17485,27
17486,32
17487,11
17488,30
17489,18
17490,17
17491,16
17492,25
17493,10
17494,17
17495,29
17496,15
17497,27
17498,32
17499,33
17500,25
17501,22
17502,21
17503,23
17504,13
17505,12
17506,10
17507,32
17508,16
17509,26
17510,17
17511,10
17512,17
17513,22
17514,30
17515,24
17516,33
17517,16
17518,21
17519,16
17520,16
17521,23
17522,26
17523,36
17524,21
17525,31
17526,22
17527,24
17528,10
17529,12
17530,12
17531,19
17532,21
17533,21
17534,11
17535,9
17536,46
17537,22
17538,28
17539,16
17540,19
17541,27
17542,15
17543,27
17544,14
17545,21
17546,12
17547,35
17548,35
17549,18
17550,24
17551,18
17552,30
17553,17
17554,33
17555,24
17556,19
17557,30
17558,25
17559,46
17560,13
17561,36
17562,36
17563,14
17564,21
17565,30
17566,12
17567,35
17568,22
17569,13
17570,32
17571,20
17572,8
17573,30
17574,11
17575,26
17576,34
17577,34
17578,20
17579,23
17580,18
17581,28
17582,16
17583,33
17584,15
17585,17
17586,13
17587,30
17588,16
17589,30
17590,35
17591,22
17592,25
17593,11
17594,18
17595,35
17596,23
17597,46
17598,9
17599,16
17600,16
17601,12
17602,32
17603,10
17604,13
17605,10
17606,21
17607,20
17608,15
17609,30
17610,17
17611,16
17612,12
17613,20
17614,16
17615,33
17616,15
17617,22
17618,39
17619,15
17620,14
17621,12
17622,28
17623,16
17624,12
17625,22
17626,18
17627,23
17628,23
17629,35
17630,8
17631,6
17632,19
17633,30
17634,31
17635,32
17636,23
17637,13
17638,18
17639,14
17640,21
17641,18
17642,18
17643,20
17644,13
17645,16
17646,19
17647,10
17648,12
17649,25
17650,30
17651,11
17652,13
17653,16
17654,26
17655,22
17656,25
17657,22
17658,14
17659,24
17660,21
17661,18
17662,28
17663,14
17664,16
17665,22
17666,20
17667,23
17668,13
17669,34
17670,12
17671,32
17672,17
17673,32
17674,38
17675,15
17676,26
17677,21
17678,28
17679,18
17680,23
17681,10
17682,28
17683,15
17684,16
17685,22
17686,15
17687,21
17688,33
17689,9
17690,34
17691,20
17692,25
17693,19
17694,12
17695,21
17696,37
17697,46
17698,11
17699,18
17700,31
17701,26
17702,36
17703,24
17704,24
17705,37
17706,17
17707,24
17708,25
17709,20
17710,19
17711,14
17712,23
17713,9
17714,16
17715,23
17716,13
17717,30
17718,26
17719,16
17720,8
17721,33
17722,11
17723,14
17724,26
17725,11
17726,14
17727,15
17728,18
17729,18
17730,31
17731,23
17732,13
17733,16
17734,18
17735,14
17736,27
17737,26
17738,35
17739,35
17740,35
17741,32
17742,15
17743,33
17744,20
17745,29
17746,11
17747,9
17748,28
17749,31
17750,24
17751,25
17752,13
17753,36
17754,10
17755,25
17756,29
17757,15
17758,14
17759,34
17760,26
17761,16
17762,17
17763,16
17764,27
17765,9
17766,20
17767,15
17768,28
17769,14
17770,30
17771,18
17772,29
17773,17
17774,18
17775,37
17776,21
17777,16
17778,27
17779,14
17780,16
17781,18
17782,21
17783,35
17784,19
17785,16
17786,25
17787,16
17788,46
17789,10
17790,15
17791,26
17792,18
17793,23
17794,18
17795,22
17796,10
17797,29
17798,21
17799,27
17800,15
17801,21
17802,19
17803,30
17804,16
17805,12
17806,21
17807,25
17808,12
17809,30
17810,16
17811,20
17812,33
17813,31
17814,19
17815,14
17816,23
17817,27
17818,33
17819,32
17820,16
17821,20
17822,20
17823,12
17824,32
17825,14
17826,36
17827,19
17828,15
17829,18
17830,13
17831,20
17832,33
17833,23
17834,46
17835,18
17836,12
17837,12
17838,16
17839,24
17840,33
17841,32
17842,17
17843,46
17844,24
17845,20
17846,13
17847,15
17848,20
17849,13
17850,15
17851,22
17852,15
17853,16
17854,25
17855,12
17856,18
17857,14
17858,31
17859,19
17860,13
17861,18
17862,25
17863,17
17864,30
17865,13
17866,31
17867,22
17868,31
17869,24
17870,21
17871,23
17872,14
17873,13
17874,11
17875,19
17876,11
17877,14
17878,14
17879,12
17880,10
17881,16
17882,16
17883,14
17884,15
17885,17
17886,10
17887,15
17888,46
17889,24
17890,32
17891,9
17892,14
17893,10
17894,15
17895,25
17896,22
17897,16
17898,24
17899,33
17900,29
17901,13
17902,22
17903,8
17904,35
17905,23
17906,12
17907,19
17908,24
17909,17
17910,18
17911,25
17912,20
17913,22
17914,16
17915,15
17916,12
17917,27
17918,15
17919,22
17920,26
17921,17
17922,28
17923,23
17924,14
17925,11
17926,28
17927,17
17928,17
17929,27
17930,16
17931,15
17932,16
17933,18
17934,14
17935,10
17936,13
17937,23
17938,16
17939,30
17940,19
17941,18
17942,21
17943,19
17944,23
17945,26
17946,21
17947,21
17948,31
17949,23
17950,17
17951,20
17952,17
17953,12
17954,12
17955,33
17956,12
17957,32
17958,17
17959,24
17960,10
17961,12
17962,25
17963,36
17964,32
17965,23
17966,11
17967,18
17968,35
17969,16
17970,23
17971,20
17972,24
17973,37
17974,7
17975,14
17976,23
17977,10
17978,16
17979,25
17980,14
17981,33
17982,28
17983,14
17984,11
17985,13
17986,20
17987,29
17988,10
17989,22
17990,18
17991,17
17992,34
17993,17
17994,13
17995,28
17996,15
17997,24
17998,28
17999,14
18000,11
18001,16
18002,29
18003,18
18004,46
18005,20
18006,25
18007,13
18008,17
18009,17
18010,19
18011,13
18012,35
18013,27
18014,11
18015,20
18016,11
18017,31
18018,35
18019,11
18020,24
18021,26
18022,14
18023,19
18024,13
18025,16
18026,23
18027,15
18028,16
18029,13
18030,18
18031,12
18032,10
18033,9
18034,15
18035,29
18036,12
18037,16
18038,24
18039,21
18040,22
18041,16
18042,35
18043,13
18044,13
18045,24
18046,19
18047,29
18048,19
18049,12
18050,32
18051,29
18052,24
18053,16
18054,11
18055,21
18056,9
18057,25
18058,14
18059,26
18060,34
18061,13
18062,34
18063,27
18064,23
18065,25
18066,21
18067,27
18068,23
18069,15
18070,29
18071,27
18072,46
18073,17
18074,16
18075,14
18076,34
18077,18
18078,9
18079,11
18080,23
18081,23
18082,14
18083,23
18084,17
18085,17
18086,16
18087,25
18088,19
18089,33
18090,14
18091,11
18092,20
18093,33
18094,23
18095,12
18096,24
18097,15
18098,20
18099,31
18100,26
18101,12
18102,21
18103,17
18104,10
18105,32
18106,19
18107,30
18108,27
18109,36
18110,13
18111,10
18112,19
18113,16
18114,29
18115,27
18116,36
18117,16
18118,13
18119,14
18120,17
18121,25
18122,16
18123,46
18124,22
18125,28
18126,23
18127,31
18128,12
18129,22
18130,31
18131,14
18132,15
18133,15
18134,23
18135,20
18136,25
18137,17
18138,17
18139,30
18140,17
18141,30
18142,46
18143,24
18144,30
18145,27
18146,22
18147,15
18148,23
18149,13
18150,23
18151,28
18152,13
18153,20
18154,26
18155,14
18156,22
18157,14
18158,26
18159,11
18160,21
18161,26
18162,25
18163,23
18164,20
18165,21
18166,22
18167,20
18168,13
18169,36
18170,15
18171,21
18172,26
18173,22
18174,21
18175,22
18176,46
18177,33
18178,23
18179,21
18180,38
18181,13
18182,12
18183,28
18184,15
18185,30
18186,28
18187,18
18188,12
18189,17
18190,17
18191,10
18192,19
18193,24
18194,34
18195,20
18196,18
18197,20
18198,28
18199,12
18200,35
18201,15
18202,16
18203,15
18204,21
18205,32
18206,27
18207,31
18208,9
18209,35
18210,20
18211,20
18212,12
18213,15
18214,10
18215,26
18216,16
18217,21
18218,13
18219,18
18220,27
18221,19
18222,8
18223,35
18224,22
18225,27
18226,34
18227,38
18228,18
18229,21
18230,14
18231,15
18232,21
18233,35
18234,23
18235,27
18236,26
18237,12
18238,26
18239,35
18240,12
18241,21
18242,19
18243,10
18244,23
18245,13
18246,46
18247,8
18248,14
18249,16
18250,36
18251,25
18252,36
18253,17
18254,13
18255,32
18256,24
18257,10
18258,12
18259,37
18260,35
18261,28
18262,26
18263,16
18264,25
18265,26
18266,12
18267,32
18268,20
18269,26
18270,14
18271,29
18272,20
18273,35
18274,14
18275,8
18276,29
18277,21
18278,38
18279,17
18280,18
18281,12
18282,11
18283,25
18284,17
18285,24
18286,19
18287,20
18288,11
18289,10
18290,22
18291,28
18292,34
18293,24
18294,34
18295,18
18296,24
18297,27
18298,12
18299,10
18300,22
18301,26
18302,16
18303,12
18304,37
18305,23
18306,23
18307,16
18308,11
18309,35
18310,28
18311,20
18312,15
18313,34
18314,35
18315,22
18316,13
18317,15
18318,31
18319,15
18320,12
18321,24
18322,37
18323,27
18324,24
18325,24
18326,24
18327,16
18328,37
18329,15
18330,37
18331,36
18332,11
18333,32
18334,34
18335,37
18336,36
18337,30
18338,15
18339,31
18340,27
18341,37
18342,10
18343,23
18344,14
18345,15
18346,9
18347,27
18348,34
18349,30
18350,11
18351,18
18352,29
18353,26
18354,24
18355,21
18356,9
18357,21
18358,19
18359,27
18360,14
18361,11
18362,16
18363,11
18364,23
18365,25
18366,24
18367,14
18368,31
18369,25
18370,13
18371,16
18372,18
18373,23
18374,27
18375,36
18376,46
18377,36
18378,13
18379,14
18380,46
18381,37
18382,24
18383,28
18384,33
18385,15
18386,46
18387,23
18388,22
18389,11
18390,13
18391,14
18392,23
18393,36
18394,10
18395,22
18396,38
18397,10
18398,24
18399,20
18400,27
18401,25
18402,36
18403,28
18404,28
18405,16
18406,17
18407,28
18408,22
18409,37
18410,28
18411,16
18412,18
18413,20
18414,23
18415,39
18416,28
18417,20
18418,14
18419,9
18420,14
18421,17
18422,33
18423,12
18424,13
18425,19
18426,33
18427,28
18428,26
18429,30
18430,7
18431,35
18432,17
18433,15
18434,16
18435,36
18436,34
18437,21
18438,27
18439,24
18440,18
18441,17
18442,28
18443,33
18444,22
18445,18
18446,20
18447,16
18448,11
18449,31
18450,18
18451,8
18452,16
18453,29
18454,15
18455,32
18456,11
18457,11
18458,11
18459,31
18460,19
18461,17
18462,29
18463,22
18464,18
18465,35
18466,18
18467,23
18468,36
18469,18
18470,13
18471,12
18472,14
18473,30
18474,32
18475,26
18476,11
18477,22
18478,22
18479,13
18480,28
18481,37
18482,22
18483,15
18484,19
18485,14
18486,29
18487,20
18488,20
18489,20
18490,11
18491,15
18492,13
18493,14
18494,28
18495,14
18496,18
18497,14
18498,14
18499,35
18500,46
18501,32
18502,17
18503,38
18504,16
18505,15
18506,19
18507,9
18508,27
18509,46
18510,32
18511,24
18512,23
18513,46
18514,26
18515,12
18516,32
18517,35
18518,35
18519,13
18520,13
18521,27
18522,11
18523,15
18524,17
18525,26
18526,11
18527,9
18528,18
18529,14
18530,12
18531,18
18532,26
18533,27
18534,24
18535,33
18536,15
18537,27
18538,16
18539,17
18540,13
18541,15
18542,15
18543,23
18544,11
18545,29
18546,24
18547,18
18548,15
18549,13
18550,36
18551,26
18552,20
18553,29
18554,27
18555,19
18556,24
18557,16
18558,19
18559,19
18560,24
18561,18
18562,15
18563,34
18564,12
18565,32
18566,34
18567,28
18568,19
18569,20
18570,20
18571,20
18572,17
18573,19
18574,29
18575,20
18576,19
18577,33
18578,20
18579,17
18580,14
18581,11
18582,16
18583,28
18584,46
18585,18
18586,20
18587,32
18588,28
18589,10
18590,30
18591,46
18592,22
18593,15
18594,8
18595,28
18596,15
18597,12
18598,21
18599,17
18600,19
18601,25
18602,14
18603,15
18604,25
18605,9
18606,24
18607,31
18608,23
18609,36
18610,17
18611,46
18612,21
18613,18
18614,25
18615,32
18616,12
18617,37
18618,16
18619,11
18620,23
18621,10
18622,14
18623,14
18624,24
18625,30
18626,28
18627,18
18628,9
18629,12
18630,18
18631,22
18632,15
18633,15
18634,13
18635,34
18636,16
18637,22
18638,29
18639,20
18640,25
18641,22
18642,23
18643,32
18644,29
18645,29
18646,22
18647,12
18648,12
18649,8
18650,20
18651,10
18652,14
18653,16
18654,17
18655,29
18656,35
18657,16
18658,14
18659,16
18660,18
18661,30
18662,16
18663,10
18664,14
18665,36
18666,29
18667,10
18668,17
18669,16
18670,12
18671,16
18672,37
18673,9
18674,16
18675,14
18676,18
18677,24
18678,19
18679,28
18680,32
18681,12
18682,12
18683,18
18684,46
18685,11
18686,7
18687,17
18688,17
18689,29
18690,27
18691,13
18692,13
18693,19
18694,17
18695,20
18696,20
18697,25
18698,16
18699,22
18700,11
18701,36
18702,10
18703,14
18704,25
18705,11
18706,30
18707,21
18708,36
18709,29
18710,30
18711,33
18712,37
18713,10
18714,24
18715,16
18716,12
18717,27
18718,18
18719,20
18720,24
18721,29
18722,26
18723,28
18724,15
18725,11
18726,13
18727,27
18728,11
18729,21
18730,23
18731,18
18732,32
18733,15
18734,15
18735,22
18736,12
18737,18
18738,31
18739,20
18740,36
18741,15
18742,16
18743,17
18744,26
18745,26
18746,46
18747,31
18748,32
18749,13
18750,34
18751,10
18752,27
18753,11
18754,17
18755,33
18756,32
18757,16
18758,35
18759,46
18760,29
18761,27
18762,27
18763,16
18764,15
18765,19
18766,11
18767,19
18768,12
18769,13
18770,35
18771,23
18772,31
18773,22
18774,12
18775,37
18776,16
18777,24
18778,22
18779,21
18780,10
18781,23
18782,22
18783,35
18784,17
18785,28
18786,25
18787,26
18788,33
18789,16
18790,23
18791,26
18792,22
18793,24
18794,32
18795,29
18796,30
18797,27
18798,24
18799,9
18800,30
18801,15
18802,26
18803,26
18804,9
18805,18
18806,23
18807,26
18808,23
18809,19
18810,35
18811,30
18812,31
18813,31
18814,11
18815,15
18816,14
18817,21
18818,20
18819,11
18820,11
18821,32
18822,21
18823,27
18824,10
18825,28
18826,16
18827,27
18828,22
18829,11
18830,37
18831,18
18832,19
18833,30
18834,17
18835,23
18836,27
18837,23
18838,12
18839,26
18840,20
18841,14
18842,11
18843,14
18844,46
18845,12
18846,34
18847,14
18848,26
18849,15
18850,26
18851,35
18852,26
18853,33
18854,28
18855,11
18856,28
18857,13
18858,25
18859,13
18860,31
18861,15
18862,24
18863,13
18864,18
18865,27
18866,14
18867,16
18868,15
18869,46
18870,9
18871,36
18872,8
18873,19
18874,37
18875,16
18876,18
18877,17
18878,11
18879,19
18880,13
18881,19
18882,28
18883,26
18884,28
18885,30
18886,34
18887,20
18888,23
18889,12
18890,10
18891,22
18892,12
18893,28
18894,28
18895,14
18896,9
18897,46
18898,24
18899,17
18900,17
18901,17
18902,12
18903,33
18904,16
18905,24
18906,19
18907,15
18908,17
18909,19
18910,11
18911,36
18912,18
18913,26
18914,15
18915,26
18916,32
18917,27
18918,11
18919,23
18920,8
18921,28
18922,37
18923,12
18924,12
18925,19
18926,23
18927,27
18928,18
18929,46
18930,22
18931,20
18932,17
18933,27
18934,12
18935,33
18936,11
18937,15
18938,16
18939,23
18940,7
18941,12
18942,16
18943,32
18944,19
18945,21
18946,34
18947,11
18948,18
18949,33
18950,31
18951,34
18952,22
18953,23
18954,28
18955,38
18956,22
18957,10
18958,35
18959,37
18960,32
18961,21
18962,24
18963,26
18964,36
18965,23
18966,23
18967,46
18968,9
18969,23
18970,14
18971,25
18972,22
18973,8
18974,21
18975,23
18976,16
18977,16
18978,12
18979,46
18980,21
18981,13
18982,13
18983,27
18984,35
18985,22
18986,20
18987,17
18988,33
18989,23
18990,31
18991,19
18992,25
18993,35
18994,29
18995,18
18996,14
18997,18
18998,20
18999,16
19000,34
19001,19
19002,19
19003,11
19004,13
19005,23
19006,18
19007,46
19008,20
19009,21
19010,20
19011,21
19012,26
19013,12
19014,23
19015,11
19016,37
19017,23
19018,20
19019,11
19020,14
19021,32
19022,19
19023,35
19024,32
19025,15
19026,12
19027,13
19028,11
19029,33
19030,46
19031,18
19032,29
19033,27
19034,30
19035,16
19036,10
19037,29
19038,9
19039,21
19040,16
19041,20
19042,19
19043,9
19044,35
19045,25
19046,29
19047,46
19048,37
19049,46
19050,27
19051,34
19052,11
19053,20
19054,12
19055,27
19056,25
19057,30
19058,9
19059,19
19060,34
19061,34
19062,32
19063,20
19064,13
19065,18
19066,30
19067,16
19068,27
19069,34
19070,32
19071,34
19072,24
19073,16
19074,21
19075,16
19076,17
19077,46
19078,15
19079,22
19080,15
19081,28
19082,38
19083,18
19084,18
19085,16
19086,16
19087,10
19088,14
19089,19
19090,26
19091,24
19092,20
19093,28
19094,29
19095,15
19096,17
19097,20
19098,21
19099,20
19100,13
19101,11
19102,16
19103,35
19104,22
19105,17
19106,29
19107,28
19108,21
19109,25
19110,13
19111,12
19112,19
19113,32
19114,36
19115,36
19116,23
19117,19
19118,16
19119,14
19120,13
19121,32
19122,34
19123,14
19124,16
19125,12
19126,15
19127,10
19128,11
19129,13
19130,34
19131,19
19132,15
19133,8
19134,16
19135,31
19136,18
19137,12
19138,29
19139,19
19140,15
19141,46
19142,15
19143,12
19144,18
19145,31
19146,22
19147,24
19148,10
19149,24
19150,14
19151,15
19152,15
19153,13
19154,23
19155,24
19156,23
19157,24
19158,22
19159,46
19160,12
19161,16
19162,14
19163,37
19164,18
19165,11
19166,15
19167,26
19168,28
19169,22
19170,16
19171,10
19172,16
19173,16
19174,24
19175,20
19176,33
19177,39
19178,13
19179,29
19180,33
19181,34
19182,46
19183,19
19184,38
19185,12
19186,22
19187,13
19188,13
19189,25
19190,36
19191,19
19192,28
19193,17
19194,11
19195,34
19196,25
19197,46
19198,14
19199,46
19200,20
19201,13
19202,18
19203,12
19204,15
19205,12
19206,20
19207,24
19208,13
19209,23
19210,18
19211,17
19212,36
19213,29
19214,36
19215,26
19216,30
19217,14
19218,5
19219,20
19220,10
19221,36
19222,35
19223,28
19224,11
19225,35
19226,16
19227,32
19228,16
19229,34
19230,24
19231,29
19232,33
19233,24
19234,12
19235,31
19236,25
19237,20
19238,13
19239,25
19240,31
19241,18
19242,29
19243,14
19244,30
19245,13
19246,25
19247,31
19248,17
19249,24
19250,30
19251,26
19252,24
19253,12
19254,30
19255,26
19256,46
19257,13
19258,25
19259,8
19260,18
19261,13
19262,32
19263,14
19264,46
19265,14
19266,14
19267,29
19268,29
19269,22
19270,16
19271,10
19272,10
19273,30
19274,38
19275,18
19276,28
19277,25
19278,17
19279,23
19280,15
19281,28
19282,22
19283,19
19284,10
19285,29
19286,32
19287,9
19288,34
19289,22
19290,20
19291,33
19292,15
19293,15
19294,12
19295,21
19296,46
19297,23
19298,16
19299,17
19300,23
19301,21
19302,24
19303,19
19304,36
19305,26
19306,14
19307,26
19308,26
19309,33
19310,14
19311,39
19312,23
19313,13
19314,15
19315,16
19316,17
19317,22
19318,12
19319,8
19320,11
19321,25
19322,13
19323,16
19324,26
19325,11
19326,35
19327,13
19328,26
19329,18
19330,12
19331,11
19332,34
19333,25
19334,20
19335,21
19336,21
19337,13
19338,9
19339,19
19340,34
19341,31
19342,35
19343,20
19344,11
19345,17
19346,11
19347,46
19348,19
19349,18
19350,23
19351,14
19352,12
19353,33
19354,17
19355,14
19356,11
19357,28
19358,33
19359,9
19360,12
19361,26
19362,25
19363,13
19364,23
19365,26
19366,13
19367,11
19368,46
19369,19
19370,28
19371,12
19372,13
19373,32
19374,19
19375,12
19376,38
19377,13
19378,21
19379,34
19380,23
19381,11
19382,30
19383,29
19384,29
19385,13
19386,15
19387,35
19388,29
19389,39
19390,24
19391,26
19392,27
19393,31
19394,17
19395,15
19396,24
19397,39
19398,14
19399,22
19400,24
19401,36
19402,30
19403,46
19404,26
19405,17
19406,21
19407,18
19408,27
19409,8
19410,22
19411,13
19412,17
19413,19
19414,24
19415,19
19416,20
19417,24
19418,17
19419,23
19420,15
19421,25
19422,25
19423,14
19424,21
19425,24
19426,24
19427,31
19428,35
19429,11
19430,18
19431,13
19432,10
19433,17
19434,28
19435,13
19436,34
19437,26
19438,28
19439,30
19440,12
19441,28
19442,19
19443,34
19444,10
19445,30
19446,29
19447,13
19448,18
19449,22
19450,15
19451,14
19452,23
19453,13
19454,15
19455,35
19456,29
19457,27
19458,29
19459,29
19460,18
19461,24
19462,35
19463,11
19464,12
19465,19
19466,18
19467,10
19468,23
19469,13
19470,11
19471,9
19472,24
19473,22
19474,15
19475,36
19476,34
19477,22
19478,13
19479,10
19480,7
19481,11
19482,31
19483,11
19484,19
19485,11
19486,16
19487,10
19488,22
19489,9
19490,29
19491,24
19492,14
19493,14
19494,29
19495,13
19496,31
19497,32
19498,16
19499,8
19500,11
19501,13
19502,24
19503,32
19504,17
19505,21
19506,32
19507,14
19508,19
19509,21
19510,21
19511,21
19512,13
19513,29
19514,19
19515,27
19516,18
19517,29
19518,11
19519,17
19520,20
19521,12
19522,19
19523,17
19524,17
19525,27
19526,16
19527,14
19528,14
19529,30
19530,16
19531,26
19532,36
19533,17
19534,11
19535,14
19536,10
19537,22
19538,26
19539,18
19540,8
19541,38
19542,17
19543,27
19544,25
19545,14
19546,9
19547,15
19548,33
19549,18
19550,37
19551,21
19552,46
19553,20
19554,36
19555,24
19556,35
19557,26
19558,29
19559,28
19560,17
19561,19
19562,32
19563,31
19564,15
19565,10
19566,29
19567,19
19568,24
19569,46
19570,34
19571,21
19572,11
19573,17
19574,34
19575,15
19576,18
19577,34
19578,16
19579,31
19580,15
19581,31
19582,11
19583,21
19584,29
19585,13
19586,5
19587,24
19588,16
19589,8
19590,30
19591,18
19592,19
19593,24
19594,27
19595,18
19596,23
19597,17
19598,14
19599,11
19600,29
19601,24
19602,9
19603,29
19604,16
19605,31
19606,17
19607,10
19608,15
19609,36
19610,22
19611,19
19612,22
19613,18
19614,30
19615,33
19616,24
19617,36
19618,17
19619,22
19620,14
19621,22
19622,28
19623,34
19624,29
19625,16
19626,18
19627,14
19628,13
19629,24
19630,9
19631,19
19632,37
19633,15
19634,46
19635,27
19636,27
19637,14
19638,21
19639,23
19640,24
19641,24
19642,15
19643,30
19644,23
19645,33
19646,36
19647,23
19648,16
19649,32
19650,9
19651,26
19652,23
19653,28
19654,21
19655,27
19656,33
19657,17
19658,11
19659,33
19660,19
19661,19
19662,12
19663,12
19664,14
19665,30
19666,33
19667,18
19668,20
19669,23
19670,22
19671,46
19672,22
19673,20
19674,18
19675,13
19676,26
19677,13
19678,22
19679,30
19680,13
19681,17
19682,15
19683,28
19684,24
19685,12
19686,18
19687,30
19688,23
19689,26
19690,20
19691,23
19692,23
19693,27
19694,22
19695,24
19696,15
19697,20
19698,29
19699,14
19700,17
19701,34
19702,12
19703,24
19704,36
19705,32
19706,35
19707,26
19708,4
19709,39
19710,23
19711,29
19712,27
19713,11
19714,36
19715,25
19716,20
19717,35
19718,34
19719,27
19720,28
19721,19
19722,27
19723,27
19724,12
19725,22
19726,12
19727,24
19728,8
19729,14
19730,17
19731,26
19732,28
19733,19
19734,28
19735,30
19736,27
19737,18
19738,10
19739,23
19740,28
19741,22
19742,16
19743,23
19744,11
19745,16
19746,21
19747,10
19748,28
19749,17
19750,24
19751,16
19752,37
19753,12
19754,26
19755,21
19756,30
19757,22
19758,24
19759,12
19760,32
19761,19
19762,10
19763,32
19764,23
19765,11
19766,28
19767,26
19768,28
19769,23
19770,10
19771,13
19772,13
19773,24
19774,15
19775,22
19776,11
19777,16
19778,15
19779,14
19780,35
19781,18
19782,15
19783,11
19784,18
19785,17
19786,34
19787,16
19788,14
19789,30
19790,29
19791,13
19792,27
19793,30
19794,35
19795,24
19796,18
19797,32
19798,12
19799,13
19800,23
19801,10
19802,31
19803,31
19804,21
19805,29
19806,27
19807,18
19808,13
19809,19
19810,14
19811,38
19812,15
19813,32
